symbol,display_symbol,name_en,name_local,sector,description,price,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
LMT,LMT,Lockheed Martin Corporation,Lockheed Martin Corporation,산업재,"Lockheed Martin Corporation, an aerospace and defense company, engages in the research, design, development, manufacture",513.45,19.2,676.7,402.57,-24.1,2.33,24.9,643.6,25.3,Uptrend,4,627.0,-18.11,False,559.33,-8.2,False,508.79,0.92,True,41.32,1
L,L,Loews Corporation,Loews Corporation,금융 서비스,"Loews Corporation, through its subsidiaries, provides commercial property and casualty insurance in the United States an",110.58,54.7,112.42,85.06,-1.6,0.74,13.9,,,Strong Uptrend,5,108.88,1.56,True,106.58,3.75,False,100.24,10.32,False,36.76,1
LITE,LITE,Lumentum Holdings Inc.,Lumentum Holdings Inc.,기술,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, t",881.64,58.1,897.3,58.77,-1.7,0.71,256.3,832.04,-5.6,Strong Uptrend,5,693.52,27.13,False,506.24,74.15,False,313.53,181.2,False,15.0,0
LOW,LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",경기 소비재,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and",244.45,50.4,286.02,206.76,-14.5,0.84,20.6,285.58,16.8,Neutral,3,253.04,-3.39,False,249.21,-1.91,True,242.14,0.95,True,55.56,2
MTB,MTB,M&T Bank Corporation,M&T Bank Corporation,금융 서비스,M&T Bank Corporation operates as a bank holding company for Manufacturers and Traders Trust Company and Wilmington Trust,214.92,50.5,236.36,162.49,-9.1,0.66,12.1,233.76,8.8,Uptrend,4,216.02,-0.51,True,206.88,3.89,False,196.97,9.11,False,40.96,1
LYB,LYB,LyondellBasell Industries N.V.,LyondellBasell Industries N.V.,원자재,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, China, Mexico, Italy, Japan",69.87,46.4,82.38,40.7,-15.2,0.62,,75.82,8.5,Strong Uptrend,5,66.2,5.54,False,55.49,25.91,False,53.79,29.89,False,15.0,0
MPC,MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation,에너지,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company in t",224.14,48.8,251.91,134.52,-11.0,0.68,17.0,247.18,10.3,Strong Uptrend,5,217.02,3.28,False,199.11,12.57,False,185.74,20.67,False,29.0,0
MRSH,MRSH,"Marsh & McLennan Companies, Inc.","Marsh & McLennan Companies, Inc.",금융 서비스,"Marsh & McLennan Companies, Inc., a professional services company, provides advisory services and insurance solutions to",170.1,44.4,230.45,168.15,-26.2,0.54,21.3,203.1,19.4,Strong Downtrend,0,176.57,-3.66,False,178.75,-4.84,False,192.25,-11.52,False,22.0,0
MLM,MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",원자재,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy-side",615.3,51.0,707.24,500.22,-13.0,0.59,37.6,694.09,12.8,Downtrend,2,629.08,-2.19,False,627.5,-1.94,True,607.2,1.33,True,47.92,2
MCK,MCK,McKesson Corporation,McKesson Corporation,헬스케어,McKesson Corporation provides healthcare services in the United States and internationally. It operates through four seg,828.11,31.5,995.69,657.06,-16.8,0.93,23.9,990.87,19.7,Uptrend,4,902.65,-8.26,False,867.06,-4.49,False,793.26,4.39,False,17.0,0
MA,MA,Mastercard Incorporated,Mastercard Incorporated,금융 서비스,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and se",504.17,47.4,596.25,483.41,-15.4,0.73,30.5,652.69,29.5,Strong Downtrend,0,513.84,-1.88,True,532.44,-5.31,False,551.02,-8.5,False,47.48,1
MCD,MCD,McDonald's Corporation,McDonald's Corporation,경기 소비재,"McDonald's Corporation owns, operates, and franchises restaurants under the McDonald's brand in the United States and in",299.36,37.6,339.17,280.68,-11.7,1.32,25.1,345.0,15.2,Uptrend,4,317.63,-5.75,False,311.58,-3.92,False,305.51,-2.01,False,22.0,0
MKC,MKC,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",필수 소비재,"McCormick & Company, Incorporated manufactures, markets, and distributes herbs, spices, seasoning mixes, condiments, and",51.53,41.0,75.37,47.95,-31.6,0.37,8.4,62.69,21.7,Strong Downtrend,0,59.31,-13.12,False,62.26,-17.23,False,65.56,-21.4,False,30.0,0
MAS,MAS,Masco Corporation,Masco Corporation,산업재,"Masco Corporation provides home improvement and building products in North America, Europe, and internationally. The com",74.18,71.8,77.49,58.6,-4.3,1.28,18.4,81.05,9.3,Downtrend,2,66.69,11.23,False,65.52,13.22,False,66.42,11.68,False,13.0,0
MDT,MDT,Medtronic plc,Medtronic plc,헬스케어,"Medtronic plc develops, manufactures, and sells device-based medical therapies to healthcare systems, physicians, clinic",83.32,36.6,103.73,78.19,-19.7,0.78,23.3,108.0,29.6,Strong Downtrend,1,91.56,-9.0,False,94.32,-11.66,False,91.48,-8.92,False,30.0,0
MTD,MTD,Mettler-Toledo International Inc.,Mettler-Toledo International Inc.,헬스케어,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services in the Americas, Europe, ",1282.45,47.5,1506.02,1056.58,-14.8,1.04,30.5,1488.31,16.1,Strong Downtrend,1,1305.94,-1.8,True,1368.31,-6.27,False,1307.13,-1.89,True,52.24,2
MRK,MRK,"Merck & Co., Inc.","Merck & Co., Inc.",헬스케어,"Merck & Co., Inc. operates as a healthcare company worldwide. It offers human health pharmaceutical for various areas un",111.9,38.2,123.18,70.89,-9.2,0.77,15.4,129.74,15.9,Uptrend,4,117.75,-4.97,False,108.77,2.88,False,94.42,18.51,False,30.0,0
MET,MET,"MetLife, Inc.","MetLife, Inc.",금융 서비스,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management serv",77.7,63.9,82.02,67.7,-5.3,1.03,16.5,89.06,14.6,Strong Downtrend,1,73.96,5.06,False,75.9,2.37,False,76.81,1.16,True,39.36,1
MGM,MGM,MGM Resorts International,MGM Resorts International,경기 소비재,"MGM Resorts International, through its subsidiaries, operates as a gaming and entertainment company in the United States",39.54,62.7,39.77,30.72,-0.6,0.99,52.0,42.83,8.3,Strong Uptrend,5,36.59,8.06,False,35.61,11.04,False,35.25,12.17,False,10.0,0
MCHP,MCHP,Microchip Technology Incorporated,Microchip Technology Incorporated,기술,"Microchip Technology Incorporated develops, manufactures, and sells smart, connected, and secure embedded control soluti",89.44,82.0,90.64,44.59,-1.3,1.25,,87.08,-2.6,Strong Uptrend,5,72.18,23.91,False,67.93,31.66,False,66.46,34.58,False,5.0,0
MAA,MAA,"Mid-America Apartment Communities, Inc.","Mid-America Apartment Communities, Inc.",부동산·리츠,"Mid-America Apartment Communities, Inc.is a S&P 500 company. It is a real estate investment trust (REIT) focused on deli",125.66,51.5,160.4,119.11,-21.7,0.57,33.2,142.27,13.2,Strong Downtrend,0,127.64,-1.55,True,129.3,-2.82,False,134.48,-6.56,False,34.8,1
TAP,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,필수 소비재,"Molson Coors Beverage Company manufactures, markets, distributes, and sells beer and other malt beverage products in the",42.44,40.0,56.11,41.16,-24.4,1.07,,46.71,10.1,Strong Downtrend,0,45.96,-7.66,False,46.12,-7.98,False,47.12,-9.93,False,16.0,0
MPWR,MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",기술,"Monolithic Power Systems, Inc. provides semiconductor-based power electronics solutions in China, Taiwan, South Korea, S",1632.06,84.1,1632.06,576.37,0.0,1.24,126.6,1417.57,-13.1,Strong Uptrend,5,1192.63,36.85,False,1076.5,51.61,False,943.56,72.97,False,5.0,0
MCO,MCO,Moody's Corporation,Moody's Corporation,금융 서비스,"Moody's Corporation, together with its subsidiaries, operates as an integrated risk assessment firm in the United States",456.05,54.9,538.45,411.34,-15.3,0.76,32.7,535.55,17.4,Strong Downtrend,1,448.97,1.58,True,474.85,-3.96,False,482.97,-5.57,False,40.68,1
MOS,MOS,The Mosaic Company,The Mosaic Company,원자재,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients. It ",24.0,41.3,36.9,23.19,-35.0,0.92,14.1,30.8,28.3,Strong Downtrend,1,26.81,-10.48,False,25.93,-7.44,False,29.64,-19.03,False,38.0,0
MS,MS,Morgan Stanley,Morgan Stanley,금융 서비스,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governmen",188.07,65.3,191.62,112.58,-1.9,0.72,17.0,200.19,6.4,Neutral,3,172.03,9.32,False,172.95,8.74,False,157.99,19.04,False,13.0,0
NTAP,NTAP,NTAP,NTAP,Unknown,No description,108.71,61.3,124.56,86.19,-12.7,0.7,,,,Strong Downtrend,1,101.03,7.6,False,104.72,3.81,False,106.66,1.92,True,22.32,1
NEM,NEM,NEM,NEM,Unknown,No description,120.7,58.7,131.68,48.04,-8.3,1.5,,,,Uptrend,4,115.16,4.81,False,106.97,12.84,False,87.54,37.88,False,15.0,0
MSI,MSI,MSI,MSI,Unknown,No description,438.26,44.2,486.28,362.53,-9.9,0.8,,,,Downtrend,2,447.08,-1.97,True,413.58,5.97,False,425.28,3.05,False,22.12,1
MSCI,MSCI,MSCI,MSCI,Unknown,No description,592.69,62.7,622.3,509.83,-4.8,0.7,,,,Neutral,3,555.97,6.6,False,562.5,5.37,False,560.0,5.84,False,10.0,0
NDAQ,NDAQ,NDAQ,NDAQ,Unknown,No description,89.9,59.4,100.66,73.84,-10.7,1.37,,,,Downtrend,2,85.9,4.66,False,89.36,0.6,True,89.07,0.93,True,48.88,2
VRSN,VRSN,VRSN,VRSN,Unknown,No description,269.2,56.4,303.03,211.49,-11.2,1.89,,,,Neutral,3,243.74,10.45,False,244.93,9.91,False,259.22,3.85,False,15.0,0
ZBRA,ZBRA,ZBRA,ZBRA,Unknown,No description,227.71,54.8,341.36,199.3,-33.3,0.89,,,,Strong Downtrend,1,227.18,0.23,True,239.81,-5.05,False,273.9,-16.86,False,34.08,1
