symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
029780.KS,029780,"Samsung Card Co., Ltd.",삼성카드,금융 서비스,삼성카드 (KOSPI200),53000.0,-1.12,42.5,64212.0,38251.0,-17.5,1.09,,67333.0,27.0,Uptrend,4,55830.0,-5.07,False,53602.0,-1.12,True,50384.0,5.19,False,62.0,1
021240.KS,021240,Coway,코웨이,가전·렌탈,정수기·공기청정기 렌탈 1위,87400.0,2.22,69.0,110132.0,68978.0,-20.6,0.82,,117091.0,34.0,Downtrend,2,77871.0,12.24,False,80386.0,8.73,False,88431.0,-1.17,True,37.0,1
004020.KS,004020,Hyundai Steel,현대제철,철강,"현대차 계열 철강, 전기로·고로",45750.0,3.74,71.8,45836.0,22573.0,-0.2,2.23,,46793.0,2.3,Strong Uptrend,5,36416.0,25.63,False,33520.0,36.49,False,32619.0,40.26,False,17.0,0
138930.KS,138930,BNK Financial Group Inc.,BNK금융지주,금융 서비스,BNK금융지주 (KOSPI200),18860.0,0.0,54.3,22259.0,9512.0,-15.3,1.04,,21407.0,13.5,Strong Uptrend,5,18789.0,0.38,True,16969.0,11.14,False,15062.0,25.22,False,61.0,1
271560.KS,271560,ORION Corp.,오리온,필수 소비재,오리온 (KOSPI200),146000.0,3.4,68.1,146000.0,96716.0,0.0,1.47,,159611.0,9.3,Strong Uptrend,5,129893.0,12.4,False,116700.0,25.11,False,111967.0,30.4,False,25.0,0
036570.KS,036570,NCsoft Corporation,NC,게임,리니지·블레이드&소울 MMORPG,277500.0,3.74,66.0,277500.0,135121.0,0.0,2.29,,284043.0,2.4,Strong Uptrend,5,228757.0,21.31,False,221662.0,25.19,False,208229.0,33.27,False,27.0,0
022100.KS,022100,Posco Dx Company Ltd.,포스코DX,기술,포스코DX (KOSPI200),36350.0,-0.68,63.7,42675.0,20167.0,-14.8,0.83,,34700.0,-4.5,Uptrend,4,34130.0,6.5,False,31765.0,14.43,False,27622.0,31.6,False,35.0,0
175330.KS,175330,"JB Financial Group Co., Ltd.",JB금융지주,금융 서비스,JB금융지주 (KOSPI200),27100.0,-0.73,34.6,36764.0,16296.0,-26.3,0.91,,35589.0,31.3,Uptrend,4,30166.0,-10.16,False,27043.0,0.21,True,24150.0,12.22,False,56.0,1
002380.KS,002380,KCC,KCC,원자재,KCC (KOSPI200),576000.0,4.16,60.6,680000.0,231962.0,-15.3,1.15,,673000.0,16.8,Strong Uptrend,5,530892.0,8.5,False,473081.0,21.76,False,411398.0,40.01,False,63.0,0
011790.KS,011790,SKC,SKC,원자재,SKC (KOSPI200),123000.0,-1.13,64.4,134800.0,85335.0,-8.8,0.79,,105347.0,-14.4,Downtrend,2,104637.0,17.55,False,107837.0,14.06,False,104796.0,17.37,False,17.0,0
018880.KS,018880,Hanon Systems,한온시스템,경기 소비재,한온시스템 (KOSPI200),4355.0,-1.02,61.3,5270.0,2800.0,-17.4,0.72,,4055.0,-6.9,Strong Uptrend,5,4097.0,6.3,False,3772.0,15.46,False,3566.0,22.13,False,41.0,0
251270.KS,251270,Netmarble,넷마블,게임,모바일 게임 글로벌 퍼블리셔,51300.0,1.38,51.9,66962.0,40719.0,-23.4,2.03,,71262.0,38.9,Downtrend,2,52101.0,-1.54,True,51291.0,0.02,True,54409.0,-5.71,False,66.0,2
088350.KS,088350,Hanwha Life Insurance,한화생명,보험,한화그룹 생명보험 계열사,5080.0,2.11,58.3,6600.0,2460.0,-23.0,1.81,,4570.0,-10.0,Strong Uptrend,5,4706.0,7.95,False,3933.0,29.16,False,3576.0,42.06,False,46.0,0
011170.KS,011170,Lotte Chemical,롯데케미칼,화학,기초화학·첨단소재,118000.0,24.87,78.0,118000.0,55630.0,0.0,7.61,,92765.0,-21.4,Strong Uptrend,5,83346.0,41.58,False,78851.0,49.65,False,71559.0,64.9,False,5.0,0
051900.KS,051900,"LG H&H Co., Ltd.",LG생활건강,필수 소비재,LG생활건강 (KOSPI200),254500.0,-0.2,54.9,346914.0,224091.0,-26.6,1.29,,256304.0,0.7,Strong Downtrend,1,253127.0,0.54,True,262844.0,-3.17,False,285526.0,-10.87,False,28.0,1
017800.KS,017800,"Hyundai Elevator Co., Ltd",현대엘리베이터,산업재,현대엘리베이터 (KOSPI200),99000.0,-0.4,59.9,102200.0,58422.0,-3.1,0.52,,120000.0,21.2,Strong Uptrend,5,91205.0,8.55,False,83887.0,18.02,False,77225.0,28.2,False,57.0,0
375500.KS,375500,"DL E&C Co.,Ltd.",DL이앤씨,산업재,DL이앤씨 (KOSPI200),101100.0,1.2,69.9,102500.0,38181.0,-1.4,0.39,,86071.0,-14.9,Strong Uptrend,5,65590.0,54.14,False,53255.0,89.84,False,49165.0,105.63,False,15.0,0
023530.KS,023530,"Lotte Shopping Co., Ltd.",롯데쇼핑,경기 소비재,롯데쇼핑 (KOSPI200),134300.0,1.28,72.4,134300.0,59912.0,0.0,0.77,,118500.0,-11.8,Strong Uptrend,5,105867.0,26.86,False,88414.0,51.9,False,79062.0,69.87,False,5.0,0
457190.KS,457190,"ISU Specialty Chemical Co., Ltd.",이수스페셜티케미컬,화학,이수스페셜티케미컬 (KOSPI200),125900.0,1.94,67.6,130100.0,38050.0,-3.2,0.7,,,,Strong Uptrend,5,101547.0,23.98,False,81877.0,53.77,False,63709.0,97.62,False,25.0,0
004170.KS,004170,SHINSEGAE Inc.,신세계,경기 소비재,신세계 (KOSPI200),406500.0,-0.25,69.9,407500.0,143058.0,-0.2,0.49,,395824.0,-2.6,Strong Uptrend,5,342709.0,18.61,False,292048.0,39.19,False,233100.0,74.39,False,15.0,0
111770.KS,111770,Youngone Corporation,영원무역,경기 소비재,영원무역 (KOSPI200),84200.0,0.12,51.0,98000.0,44457.0,-14.1,0.9,,108400.0,28.7,Neutral,3,86448.0,-2.6,False,84100.0,0.12,True,70928.0,18.71,False,63.0,1
035250.KS,035250,"Kangwon Land, Inc.",강원랜드,경기 소비재,강원랜드 (KOSPI200),17200.0,-0.69,54.7,19465.0,14634.0,-11.6,0.58,,20592.0,19.7,Neutral,3,17154.0,0.27,True,17047.0,0.9,True,17082.0,0.69,True,63.0,3
006360.KS,006360,GS Engineering & Construction,GS건설,건설,GS그룹 건설 계열사,41700.0,-1.77,65.5,43100.0,16097.0,-3.2,0.37,,34278.0,-17.8,Strong Uptrend,5,27518.0,51.54,False,23115.0,80.4,False,21305.0,95.73,False,15.0,0
071970.KS,071970,"HD-Hyundai Marine Engine Co., Ltd.",HD현대마린엔진,산업재,HD현대마린엔진 (KOSPI200),109700.0,3.39,69.0,115500.0,33050.0,-5.0,1.27,,119250.0,8.7,Downtrend,2,84137.0,30.38,False,85674.0,28.04,False,76558.0,43.29,False,7.0,0
097950.KS,097950,CJ CheilJedang,CJ제일제당,식품·바이오,식품 1위·바이오 아미노산 세계 1위,243500.0,4.51,64.4,264035.0,190000.0,-7.8,1.54,,275375.0,13.1,Uptrend,4,219153.0,11.11,False,215561.0,12.96,False,225514.0,7.98,False,50.0,0
036460.KS,036460,Korea Gas Corporation,한국가스공사,유틸리티,한국가스공사 (KOSPI200),39200.0,0.38,65.6,46007.0,34350.0,-14.8,1.41,,46700.0,19.1,Strong Downtrend,1,38135.0,2.79,False,39048.0,0.39,True,39299.0,-0.25,True,27.0,2
011780.KS,011780,Kumho Petrochem,금호석유화학,화학,합성고무·합성수지 전문,150200.0,9.08,68.0,153400.0,102163.0,-2.1,3.34,,165067.0,9.9,Uptrend,4,132997.0,12.93,False,128373.0,17.0,False,120387.0,24.76,False,24.0,0
302440.KS,302440,"SK bioscience Co.,Ltd.",SK바이오사이언스,헬스케어,SK바이오사이언스 (KOSPI200),43650.0,0.58,50.2,60100.0,38500.0,-27.4,0.74,,40000.0,-8.4,Strong Downtrend,1,45007.0,-3.02,False,48347.0,-9.72,False,47659.0,-8.41,False,17.0,0
014680.KS,014680,"Hansol Chemical Co., Ltd.",한솔케미칼,원자재,한솔케미칼 (KOSPI200),295000.0,-0.17,56.5,334889.0,109780.0,-11.9,0.52,,349417.0,18.4,Strong Uptrend,5,285968.0,3.16,False,259704.0,13.59,False,214944.0,37.25,False,63.0,0
012750.KS,012750,S-1 Corporation,에스원,산업재,에스원 (KOSPI200),86600.0,1.05,45.3,94100.0,60402.0,-8.0,0.87,,95688.0,10.5,Uptrend,4,87547.0,-1.08,True,80432.0,7.67,False,75573.0,14.59,False,49.0,1
112610.KS,112610,CS Wind Corporation,씨에스윈드,산업재,씨에스윈드 (KOSPI200),72500.0,-0.28,61.0,76900.0,33348.0,-5.7,0.39,,66333.0,-8.5,Strong Uptrend,5,57357.0,26.4,False,49454.0,46.6,False,47046.0,54.1,False,35.0,0
139130.KS,139130,"iM Financial Group Co., Ltd.",iM금융지주,금융 서비스,iM금융지주 (KOSPI200),19000.0,-1.45,61.6,20905.0,8932.0,-9.1,0.82,,20150.0,6.1,Strong Uptrend,5,17705.0,7.31,False,15852.0,19.86,False,14256.0,33.28,False,45.0,0
005850.KS,005850,SL Corporation,에스엘,경기 소비재,에스엘 (KOSPI200),66500.0,0.76,62.1,70419.0,28829.0,-5.6,0.72,,74571.0,12.1,Strong Uptrend,5,59120.0,12.48,False,50328.0,32.13,False,41182.0,61.48,False,51.0,0
120110.KS,120110,"Kolon Industries, Inc.",코오롱인더,원자재,코오롱인더 (KOSPI200),100900.0,0.9,71.4,100900.0,28037.0,0.0,1.23,,86667.0,-14.1,Strong Uptrend,5,73157.0,37.92,False,58121.0,73.6,False,47271.0,113.45,False,5.0,0
028670.KS,028670,"Pan Ocean Co., Ltd.",팬오션,산업재,팬오션 (KOSPI200),5550.0,-0.54,55.6,6200.0,3154.0,-10.5,0.47,,6140.0,10.6,Strong Uptrend,5,5230.0,6.12,False,4565.0,21.58,False,4155.0,33.57,False,57.0,0
139480.KS,139480,E-MART,이마트,유통,국내 1위 할인마트,108100.0,1.22,69.0,124345.0,69384.0,-13.1,1.24,,130615.0,20.8,Strong Uptrend,5,98213.0,10.07,False,89026.0,21.43,False,84958.0,27.24,False,43.0,0
004990.KS,004990,LOTTE Corporation,롯데지주,필수 소비재,롯데지주 (KOSPI200),31300.0,7.19,64.9,37041.0,20104.0,-15.5,4.56,,39500.0,26.2,Strong Uptrend,5,30103.0,3.98,False,28792.0,8.71,False,28173.0,11.1,False,76.0,0
103140.KS,103140,Poongsan Corporation,풍산,산업재,풍산 (KOSPI200),102000.0,0.2,52.1,161931.0,53094.0,-37.0,0.45,,153500.0,50.5,Strong Downtrend,0,104681.0,-2.56,False,105524.0,-3.34,False,109059.0,-6.47,False,35.0,0
051600.KS,051600,"KEPCO Plant Service & Engineering Co.,Ltd.",한전KPS,산업재,한전KPS (KOSPI200),63400.0,-0.78,61.5,67500.0,38401.0,-6.1,0.78,,64227.0,1.3,Strong Uptrend,5,59168.0,7.15,False,55551.0,14.13,False,52172.0,21.52,False,42.0,0
008770.KS,008770,"Hotel Shilla Co.,Ltd",호텔신라,경기 소비재,호텔신라 (KOSPI200),67700.0,-2.45,79.3,69400.0,37900.0,-2.4,0.97,,58688.0,-13.3,Uptrend,4,48153.0,40.59,False,46980.0,44.1,False,48238.0,40.35,False,-1.0,0
009970.KS,009970,"Youngone Holdings Co., Ltd.",영원무역홀딩스,경기 소비재,영원무역홀딩스 (KOSPI200),212000.0,2.91,48.8,245318.0,87178.0,-13.6,1.26,,,,Uptrend,4,218054.0,-2.78,False,198617.0,6.74,False,162413.0,30.53,False,45.0,0
017960.KS,017960,"Hankuk Carbon Co., Ltd.",한국카본,원자재,한국카본 (KOSPI200),50400.0,-2.7,56.8,52200.0,18480.0,-3.4,1.22,,54200.0,7.5,Strong Uptrend,5,43262.0,16.5,False,37305.0,35.1,False,32753.0,53.88,False,45.0,0
204320.KS,204320,HL Mando Corporation,HL만도,경기 소비재,HL만도 (KOSPI200),57900.0,0.52,65.2,70360.0,32175.0,-17.7,1.29,,70542.0,21.8,Uptrend,4,54320.0,6.59,False,52874.0,9.51,False,43620.0,32.74,False,37.0,0
009420.KS,009420,"Hanall Biopharma Co., Ltd.",한올바이오파마,헬스케어,한올바이오파마 (KOSPI200),49500.0,-3.88,46.6,64400.0,24250.0,-23.1,0.8,,71800.0,45.1,Neutral,3,53518.0,-7.51,False,50151.0,-1.3,True,39639.0,24.88,False,63.0,1
026960.KS,026960,Dong Suh Companies Inc.,동서,필수 소비재,동서 (KOSPI200),26550.0,0.0,44.0,30444.0,23145.0,-12.8,1.03,,,,Uptrend,4,26912.0,-1.35,True,26779.0,-0.86,True,26746.0,-0.73,True,50.0,3
008930.KS,008930,"Hanmi Science Co., Ltd.",한미사이언스,헬스케어,한미사이언스 (KOSPI200),38000.0,-1.3,45.1,51495.0,27434.0,-26.2,0.78,,,,Neutral,3,39828.0,-4.59,False,38916.0,-2.35,False,39583.0,-4.0,False,39.0,0
001450.KS,001450,Hyundai Marine & Fire,현대해상,보험,현대차 계열 손해보험,31450.0,1.94,57.0,38800.0,20550.0,-18.9,1.19,,36641.0,16.5,Strong Uptrend,5,31192.0,0.83,True,30079.0,4.56,False,28349.0,10.94,False,67.0,1
001430.KS,001430,SeAH Besteel Holdings Corporation,세아베스틸지주,원자재,세아베스틸지주 (KOSPI200),73100.0,0.0,56.6,88805.0,15529.0,-17.7,2.15,,72625.0,-0.6,Strong Uptrend,5,69438.0,5.27,False,56703.0,28.92,False,41494.0,76.17,False,46.0,0
383220.KS,383220,F&F,F&F,경기 소비재,F&F (KOSPI200),67600.0,0.9,57.7,79637.0,57296.0,-15.1,1.38,,89333.0,32.1,Downtrend,2,66407.0,1.8,True,67431.0,0.25,True,67691.0,-0.13,True,65.0,3
069960.KS,069960,Hyundai Department Store Co. Ltd.,현대백화점,경기 소비재,현대백화점 (KOSPI200),111900.0,0.9,75.9,113300.0,54842.0,-1.2,1.04,,124059.0,10.9,Uptrend,4,91619.0,22.14,False,90652.0,23.44,False,82207.0,36.12,False,15.0,0
192820.KS,192820,"Cosmax, Inc.",코스맥스,필수 소비재,코스맥스 (KOSPI200),222000.0,0.45,65.6,277460.0,153194.0,-20.0,0.65,,232087.0,4.5,Uptrend,4,191984.0,15.63,False,180946.0,22.69,False,201991.0,9.91,False,22.0,0
007340.KS,007340,DN Automotive Corporation,DN오토모티브,경기 소비재,DN오토모티브 (KOSPI200),42800.0,4.39,62.0,42950.0,19733.0,-0.3,0.75,,,,Strong Uptrend,5,33564.0,27.52,False,28978.0,47.7,False,26288.0,62.81,False,45.0,0
000240.KS,000240,"Hankook & Company Co., Ltd.",한국앤컴퍼니,경기 소비재,한국앤컴퍼니 (KOSPI200),25150.0,0.2,50.7,33620.0,13474.0,-25.2,0.87,,33000.0,31.2,Neutral,3,26239.0,-4.15,False,25958.0,-3.11,False,23400.0,7.48,False,59.0,0
298020.KS,298020,Hyosung TNC Corporation,효성티앤씨,경기 소비재,효성티앤씨 (KOSPI200),533000.0,-0.37,68.5,535000.0,191404.0,-0.4,0.78,,560000.0,5.1,Strong Uptrend,5,411742.0,29.45,False,325659.0,63.67,False,275112.0,93.74,False,25.0,0
000120.KS,000120,CJ Logistics Corporation,CJ대한통운,산업재,CJ대한통운 (KOSPI200),101800.0,0.59,42.4,144623.0,77026.0,-29.6,0.82,,148857.0,46.2,Uptrend,4,113074.0,-9.97,False,103597.0,-1.73,True,94028.0,8.27,False,62.0,1
011210.KS,011210,Hyundai Wia Corporation,현대위아,경기 소비재,현대위아 (KOSPI200),86200.0,-0.58,56.5,99723.0,39427.0,-13.6,0.82,,87308.0,1.3,Uptrend,4,83045.0,3.8,False,76302.0,12.97,False,62196.0,38.59,False,42.0,0
282330.KS,282330,BGF Retail,BGF리테일,유통,CU 편의점 운영,133000.0,1.22,51.1,147800.0,96035.0,-10.0,0.87,,155556.0,17.0,Strong Uptrend,5,127734.0,4.12,False,117212.0,13.47,False,113336.0,17.35,False,63.0,0
004370.KS,004370,"Nongshim Co., Ltd.",농심,필수 소비재,농심 (KOSPI200),385000.0,1.45,56.7,513659.0,355724.0,-25.0,1.4,,506474.0,31.6,Strong Downtrend,0,390691.0,-1.46,True,406881.0,-5.38,False,407625.0,-5.55,False,45.0,1
002790.KS,002790,AMOREPACIFIC Holdings Corp.,아모레퍼시픽홀딩스,필수 소비재,아모레퍼시픽홀딩스 (KOSPI200),28750.0,-2.71,53.0,34572.0,20714.0,-16.8,3.17,,39500.0,37.4,Uptrend,4,28869.0,-0.41,True,27971.0,2.79,False,27708.0,3.76,False,74.0,1
030000.KS,030000,Cheil Worldwide Inc.,제일기획,커뮤니케이션 서비스,제일기획 (KOSPI200),19800.0,0.51,49.4,22900.0,16846.0,-13.5,0.96,,24908.0,25.8,Downtrend,2,20477.0,-3.31,False,20775.0,-4.69,False,19817.0,-0.09,True,57.0,1
361610.KS,361610,"SK IE Technology Co., Ltd.",SK아이이테크놀로지,기술,SK아이이테크놀로지 (KOSPI200),27300.0,1.3,64.4,34300.0,19960.0,-20.4,0.78,,26780.0,-1.9,Strong Downtrend,1,24131.0,13.13,False,25920.0,5.32,False,26551.0,2.82,False,17.0,0
081660.KS,081660,Misto Holdings Corp.,미스토홀딩스,경기 소비재,미스토홀딩스 (KOSPI200),41400.0,1.47,43.5,52864.0,31603.0,-21.7,1.45,,58000.0,40.1,Neutral,3,45209.0,-8.43,False,43543.0,-4.92,False,39753.0,4.14,False,52.0,0
161890.KS,161890,"Kolmar Korea Co., Ltd.",한국콜마,필수 소비재,한국콜마 (KOSPI200),89500.0,-0.44,67.9,108015.0,60437.0,-17.1,1.27,,97958.0,9.5,Uptrend,4,75480.0,18.57,False,70049.0,27.77,False,77295.0,15.79,False,25.0,0
007070.KS,007070,GS Retail,GS리테일,유통,GS25 편의점·홈쇼핑,23550.0,1.29,59.2,24000.0,13272.0,-1.9,1.09,,24644.0,4.6,Strong Uptrend,5,21498.0,9.55,False,21078.0,11.73,False,18547.0,26.97,False,42.0,0
069620.KS,069620,대웅제약,대웅제약,제약,대웅제약 (KOSPI200),149600.0,-1.51,43.5,194000.0,128755.0,-22.9,0.58,,214444.0,43.3,Downtrend,2,162690.0,-8.05,False,166407.0,-10.1,False,155696.0,-3.92,False,46.0,0
073240.KS,073240,금호타이어,금호타이어,자동차부품,금호타이어 (KOSPI200),6080.0,-0.65,50.0,7530.0,4165.0,-19.3,1.72,,8043.0,32.3,Uptrend,4,6254.0,-2.78,False,6010.0,1.16,True,5357.0,13.5,False,74.0,1
006040.KS,006040,동원산업,동원산업,식품,동원산업 (KOSPI200),38400.0,0.39,46.6,51254.0,36396.0,-25.1,1.58,,67250.0,75.1,Strong Downtrend,0,39773.0,-3.45,False,41376.0,-7.19,False,43163.0,-11.03,False,46.0,0
004000.KS,004000,롯데정밀화학,롯데정밀화학,화학,롯데정밀화학 (KOSPI200),71200.0,10.39,86.7,71200.0,31753.0,0.0,4.36,,67571.0,-5.1,Strong Uptrend,5,50311.0,41.52,False,47380.0,50.27,False,44035.0,61.69,False,10.0,0
006280.KS,006280,Green Cross Holdings,녹십자,제약·혈액제제,"혈액제제 1위, 백신",139200.0,-0.64,40.4,178509.0,116333.0,-22.0,1.22,,205400.0,47.6,Neutral,3,152116.0,-8.49,False,149806.0,-7.08,False,140441.0,-0.88,True,56.0,1
001800.KS,001800,오리온홀딩스,오리온홀딩스,식품,오리온홀딩스 (KOSPI200),25300.0,3.05,60.8,25300.0,15856.0,0.0,1.7,,,,Strong Uptrend,5,23263.0,8.76,False,21312.0,18.71,False,20656.0,22.48,False,50.0,0
034230.KS,034230,파라다이스,파라다이스,호텔·레저,파라다이스 (KOSPI200),16140.0,0.31,51.3,23430.0,11899.0,-31.1,0.74,,22977.0,42.4,Strong Downtrend,1,17444.0,-7.48,False,17117.0,-5.71,False,17376.0,-7.11,False,41.0,0
093370.KS,093370,후성,후성,화학,후성 (KOSPI200),14010.0,0.0,70.0,14100.0,3915.0,-0.6,0.28,,20000.0,42.8,Strong Uptrend,5,8956.0,56.43,False,8514.0,64.55,False,6987.0,100.52,False,35.0,0
007310.KS,007310,오뚜기,오뚜기,식품,오뚜기 (KOSPI200),365500.0,0.41,50.7,422482.0,348816.0,-13.5,0.79,,520000.0,42.3,Strong Downtrend,0,369243.0,-1.01,True,373169.0,-2.06,False,380667.0,-3.98,False,45.0,1
000210.KS,000210,DL,DL,화학,DL (KOSPI200),76800.0,9.09,72.4,76800.0,30200.0,0.0,2.35,,67000.0,-12.8,Strong Uptrend,5,54891.0,39.91,False,46705.0,64.44,False,44617.0,72.13,False,10.0,0
003240.KS,003240,태광산업,태광산업,화학,태광산업 (KOSPI200),1219000.0,1.41,53.2,1567666.0,664011.0,-22.2,0.51,,,,Strong Uptrend,5,1155209.0,5.52,False,969171.0,25.78,False,957278.0,27.34,False,51.0,0
192080.KS,192080,더블유게임즈,더블유게임즈,게임엔터테인먼트,더블유게임즈 (KOSPI200),61800.0,-0.32,79.1,62000.0,47300.0,-0.3,2.21,,69091.0,11.8,Uptrend,4,51751.0,19.42,False,51683.0,19.58,False,52097.0,18.62,False,20.0,0
003090.KS,003090,대웅,대웅,제약,대웅 (KOSPI200),22700.0,-1.09,45.5,29350.0,19089.0,-22.7,0.68,,,,Uptrend,4,24212.0,-6.24,False,23567.0,-3.68,False,23308.0,-2.61,False,45.0,0
300720.KS,300720,한일시멘트,한일시멘트,건축자재,한일시멘트 (KOSPI200),17530.0,1.33,58.5,20195.0,15085.0,-13.2,1.02,,21000.0,19.8,Downtrend,2,17168.0,2.11,False,17206.0,1.88,True,17568.0,-0.22,True,53.0,2
000670.KS,000670,영풍,영풍,핸드셋,영풍 (KOSPI200),67100.0,0.6,61.0,68983.0,33232.0,-2.7,0.69,,,,Strong Uptrend,5,59860.0,12.09,False,57633.0,16.43,False,49159.0,36.5,False,45.0,0
185750.KS,185750,종근당,종근당,제약,종근당 (KOSPI200),86900.0,-1.47,45.1,97700.0,77942.0,-11.1,1.17,,119167.0,37.1,Uptrend,4,88908.0,-2.26,False,86897.0,0.0,True,84658.0,2.65,False,69.0,1
298050.KS,298050,HS효성첨단소재,HS효성첨단소재,화학,HS효성첨단소재 (KOSPI200),277500.0,5.11,79.3,277500.0,170022.0,0.0,3.91,,293333.0,5.7,Strong Uptrend,5,230887.0,20.19,False,214354.0,29.46,False,203393.0,36.44,False,20.0,0
000080.KS,000080,Hite Jinro,하이트진로,식품·음료,소주 1위(참이슬)·맥주(테라),17270.0,0.82,54.4,22000.0,16280.0,-21.5,0.87,,22556.0,30.6,Strong Downtrend,1,17202.0,0.4,True,17869.0,-3.35,False,18814.0,-8.21,False,51.0,1
280360.KS,280360,롯데웰푸드,롯데웰푸드,식품,롯데웰푸드 (KOSPI200),122300.0,0.82,64.3,131749.0,103281.0,-7.2,1.28,,149556.0,22.3,Strong Uptrend,5,115852.0,5.57,False,115034.0,6.32,False,114329.0,6.97,False,57.0,0
005300.KS,005300,롯데칠성,롯데칠성,음료,롯데칠성 (KOSPI200),123500.0,0.98,58.1,143926.0,97699.0,-14.2,1.01,,162000.0,31.2,Neutral,3,123444.0,0.05,True,123809.0,-0.25,True,119838.0,3.06,False,67.0,2
137310.KS,137310,에스디바이오센서,에스디바이오센서,의료기기,에스디바이오센서 (KOSPI200),8350.0,-1.76,51.9,11773.0,7081.0,-29.1,0.44,,,,Strong Downtrend,1,8169.0,2.22,False,8513.0,-1.91,True,9290.0,-10.12,False,31.0,1
285130.KS,285130,SK케미칼,SK케미칼,화학,SK케미칼 (KOSPI200),62400.0,8.15,65.5,78712.0,35696.0,-20.7,3.03,,86500.0,38.6,Downtrend,2,58883.0,5.97,False,64028.0,-2.54,False,62817.0,-0.66,True,42.0,1
003030.KS,003030,세아제강지주,세아제강지주,철강,세아제강지주 (KOSPI200),245500.0,-1.8,65.2,253000.0,111911.0,-3.0,1.48,,,,Uptrend,4,179102.0,37.07,False,155785.0,57.59,False,175044.0,40.25,False,19.0,0
006650.KS,006650,대한유화,대한유화,화학,대한유화 (KOSPI200),188000.0,19.14,73.6,190700.0,77416.0,-1.4,4.0,,198750.0,5.7,Strong Uptrend,5,149073.0,26.11,False,147172.0,27.74,False,124332.0,51.21,False,20.0,0
009240.KS,009240,한샘,한샘,가구,한샘 (KOSPI200),44450.0,8.02,67.6,51400.0,38400.0,-13.5,3.08,,49269.0,10.8,Strong Downtrend,1,42992.0,3.39,False,44265.0,0.42,True,44335.0,0.26,True,26.0,2
004490.KS,004490,세방전지,세방전지,자동차부품,세방전지 (KOSPI200),67400.0,1.97,67.7,71600.0,55720.0,-5.9,1.17,,,,Neutral,3,63125.0,6.77,False,62432.0,7.96,False,63167.0,6.7,False,13.0,0
071320.KS,071320,지역난방공사,지역난방공사,복합유틸리티,지역난방공사 (KOSPI200),76600.0,-0.39,47.1,104728.0,46214.0,-26.9,0.43,,127500.0,66.4,Strong Downtrend,1,82183.0,-6.79,False,89600.0,-14.51,False,83151.0,-7.88,False,47.0,0
014820.KS,014820,동원시스템즈,동원시스템즈,포장재,동원시스템즈 (KOSPI200),28450.0,2.15,65.0,33365.0,22638.0,-14.7,1.07,,,,Downtrend,2,26200.0,8.59,False,26215.0,8.53,False,27918.0,1.91,True,17.0,1
114090.KS,114090,GKL,GKL,호텔·레저,GKL (KOSPI200),12060.0,0.67,53.9,16936.0,11200.0,-28.8,1.2,,15460.0,28.2,Strong Downtrend,0,12107.0,-0.39,True,12938.0,-6.79,False,14051.0,-14.17,False,45.0,1
069260.KS,069260,TKG휴켐스,TKG휴켐스,화학,TKG휴켐스 (KOSPI200),18950.0,2.71,65.0,20176.0,14761.0,-6.1,0.98,,22000.0,16.1,Strong Uptrend,5,18472.0,2.59,False,18111.0,4.63,False,17269.0,9.73,False,37.0,0
005420.KS,005420,코스모화학,코스모화학,화학,코스모화학 (KOSPI200),18420.0,1.26,66.5,21000.0,12720.0,-12.3,0.86,,,,Neutral,3,16007.0,15.07,False,16103.0,14.39,False,16050.0,14.77,False,19.0,0
002840.KS,002840,미원상사,미원상사,화학,미원상사 (KOSPI200),148700.0,1.02,67.2,193904.0,130000.0,-23.3,1.36,,,,Strong Downtrend,1,140525.0,5.82,False,144036.0,3.24,False,153142.0,-2.9,False,7.0,0
001680.KS,001680,대상,대상,식품,대상 (KOSPI200),20850.0,0.72,53.2,23700.0,19027.0,-12.0,0.55,,31000.0,48.7,Uptrend,4,20714.0,0.66,True,20537.0,1.52,True,21065.0,-1.02,True,77.0,3
005250.KS,005250,녹십자홀딩스,녹십자홀딩스,제약,녹십자홀딩스 (KOSPI200),13900.0,-2.18,46.6,16838.0,12629.0,-17.4,1.44,,,,Strong Downtrend,0,14341.0,-3.08,False,14980.0,-7.21,False,15148.0,-8.24,False,21.0,0
008730.KS,008730,율촌화학,율촌화학,포장재,율촌화학 (KOSPI200),26700.0,-0.37,54.2,37793.0,22100.0,-29.4,0.51,,,,Strong Downtrend,1,25864.0,3.23,False,27224.0,-1.92,True,29004.0,-7.94,False,31.0,1
268280.KS,268280,미원에스씨,미원에스씨,화학,미원에스씨 (KOSPI200),121400.0,-0.25,45.3,163217.0,119000.0,-25.6,1.95,,,,Strong Downtrend,0,127386.0,-4.7,False,131723.0,-7.84,False,138182.0,-12.14,False,26.0,0
002030.KS,002030,아세아,아세아,건축자재,아세아 (KOSPI200),267000.0,-0.56,44.4,390446.0,256070.0,-31.6,1.71,,,,Strong Downtrend,0,279892.0,-4.61,False,309058.0,-13.61,False,315033.0,-15.25,False,13.0,0
