symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
086790.KS,086790,Hana Financial Group,하나금융지주,금융지주,하나은행 계열 종합금융그룹,127100.0,0.08,67.7,129877.0,55144.0,-2.1,1.33,,142286.0,11.9,Strong Uptrend,5,116043.0,9.53,False,104719.0,21.37,False,92672.0,37.15,False,31.0,0
035420.KS,035420,NAVER Corporation,NAVER,인터넷·플랫폼,국내 1위 검색 포털·클라우드,220000.0,0.23,56.8,287480.0,181197.0,-23.5,0.93,,305880.0,39.0,Strong Downtrend,1,225719.0,-2.53,False,237484.0,-7.36,False,233194.0,-5.66,False,47.0,0
034730.KS,034730,SK Inc.,SK,지주사,"SK그룹 지주, ICT·에너지·바이오",425000.0,2.66,73.8,425000.0,117140.0,0.0,1.23,,440000.0,3.5,Strong Uptrend,5,348246.0,22.04,False,305847.0,38.96,False,249964.0,70.02,False,12.0,0
009540.KS,009540,HD한국조선해양,HD한국조선해양,조선,HD한국조선해양 (KOSPI200),472000.0,0.75,67.9,479000.0,215757.0,-1.5,0.85,,566812.0,20.1,Downtrend,2,408096.0,15.66,False,413323.0,14.2,False,385914.0,22.31,False,19.0,0
010130.KS,010130,Korea Zinc,고려아연,비철금속,아연 세계 1위 제련·이차전지 소재,1604000.0,-1.41,48.0,2115000.0,668456.0,-24.2,1.0,,1885000.0,17.5,Uptrend,4,1661633.0,-3.47,False,1490089.0,7.64,False,1177609.0,36.21,False,57.0,0
010140.KS,010140,Samsung Heavy Industries,삼성중공업,조선,삼성 계열 조선사,33000.0,-1.05,65.0,34400.0,13990.0,-4.1,0.67,,35913.0,8.8,Strong Uptrend,5,28532.0,15.66,False,27550.0,19.78,False,23458.0,40.68,False,25.0,0
015760.KS,015760,Korea Electric Power (KEPCO),한국전력,유틸리티,국내 전력 공급 독점 공기업,44500.0,-0.45,45.1,67900.0,23334.0,-34.5,0.83,,64950.0,46.0,Downtrend,2,50179.0,-11.32,False,50294.0,-11.52,False,42458.0,4.81,False,47.0,0
051910.KS,051910,LG Chem,LG화학,화학·배터리,배터리 분사 후 석유화학·첨단소재,407500.0,3.43,69.6,416819.0,181234.0,-2.2,1.27,,416200.0,2.1,Uptrend,4,332795.0,22.45,False,345665.0,17.89,False,306135.0,33.11,False,16.0,0
316140.KS,316140,Woori Financial Group,우리금융지주,금융지주,우리은행 계열 종합금융그룹,33500.0,0.0,46.4,40005.0,15693.0,-16.3,1.1,,40861.0,22.0,Uptrend,4,33986.0,-1.43,True,30520.0,9.76,False,26646.0,25.72,False,61.0,1
064350.KS,064350,Hyundai Rotem Company,현대로템,산업재,현대로템 (KOSPI200),264000.0,7.98,75.1,264000.0,105256.0,0.0,1.78,,306444.0,16.1,Uptrend,4,209690.0,25.9,False,202637.0,30.28,False,195213.0,35.24,False,26.0,0
003670.KS,003670,"Posco Future M Co., Ltd.",포스코퓨처엠,산업재,포스코퓨처엠 (KOSPI200),261000.0,-0.76,68.2,263000.0,99980.0,-0.8,0.94,,196423.0,-24.7,Strong Uptrend,5,220140.0,18.56,False,212032.0,23.09,False,177643.0,46.92,False,15.0,0
000150.KS,000150,Doosan Corporation,두산,지주·방산,"두산그룹 지주, 로봇·방산",1572000.0,-0.69,72.1,1583000.0,269528.0,-0.7,0.63,,1593000.0,1.3,Strong Uptrend,5,1144906.0,37.3,False,1002519.0,56.81,False,791886.0,98.51,False,12.0,0
272210.KS,272210,Hanwha Systems,한화시스템,방산·IT,방산 전자·ICT 서비스,118100.0,-1.5,39.4,162104.0,38210.0,-27.1,0.72,,89458.0,-24.3,Uptrend,4,126082.0,-6.33,False,93423.0,26.41,False,73603.0,60.46,False,28.0,0
096770.KS,096770,SK Innovation,SK이노베이션,에너지·화학,정유·화학·배터리 소재,149800.0,12.63,75.7,149800.0,81100.0,0.0,5.45,,118333.0,-21.0,Strong Uptrend,5,119933.0,24.9,False,115872.0,29.28,False,110702.0,35.32,False,5.0,0
066570.KS,066570,LG Electronics,LG전자,전자·가전,가전·TV·차량부품·B2B,135800.0,-3.0,63.7,145587.0,68031.0,-6.7,1.7,,130600.0,-3.8,Strong Uptrend,5,117231.0,15.84,False,104869.0,29.49,False,90323.0,50.35,False,40.0,0
267250.KS,267250,"HD Hyundai Co., Ltd.",HD현대,에너지,HD현대 (KOSPI200),301000.0,7.31,68.6,301000.0,69591.0,0.0,2.42,,304400.0,1.1,Strong Uptrend,5,261825.0,14.96,False,236601.0,27.22,False,185330.0,62.41,False,27.0,0
000810.KS,000810,Samsung Fire & Marine,삼성화재,보험,국내 1위 손해보험,464000.0,-3.93,48.4,604929.0,336552.0,-23.3,0.96,,617028.0,33.0,Neutral,3,479492.0,-3.23,False,475412.0,-2.4,False,448069.0,3.56,False,59.0,0
035720.KS,035720,Kakao Corp.,카카오,인터넷·플랫폼,카카오톡 기반 플랫폼·핀테크,48400.0,-0.92,47.6,70301.0,36399.0,-31.2,0.93,,73520.0,51.9,Strong Downtrend,0,51828.0,-6.61,False,55881.0,-13.39,False,56180.0,-13.85,False,35.0,0
079550.KS,079550,LIG Nex1,LIG디펜스앤에어로스페이스,방산,미사일·레이더 방산 전문,968000.0,3.75,61.0,1020000.0,286346.0,-5.1,0.65,,791000.0,-18.3,Strong Uptrend,5,703696.0,37.56,False,573210.0,68.87,False,538297.0,79.83,False,35.0,0
017670.KS,017670,SK Telecom,SK텔레콤,통신,국내 1위 이동통신,95600.0,-1.24,58.7,100500.0,49139.0,-4.9,0.58,,82144.0,-14.1,Strong Uptrend,5,82657.0,15.66,False,68902.0,38.75,False,61405.0,55.69,False,35.0,0
033780.KS,033780,KT&G,KT&G,담배·건강기능식품,"국내 1위 담배, 인삼공사 계열",176500.0,-0.84,68.6,178000.0,105506.0,-0.8,0.47,,193000.0,9.3,Strong Uptrend,5,162331.0,8.73,False,150749.0,17.08,False,139048.0,26.93,False,25.0,0
138040.KS,138040,Meritz Financial Group Inc.,메리츠금융지주,금융 서비스,메리츠금융지주 (KOSPI200),113900.0,-1.21,46.9,146200.0,101500.0,-22.1,0.82,,145500.0,27.7,Neutral,3,118320.0,-3.74,False,114097.0,-0.17,True,115118.0,-1.06,True,67.0,2
011200.KS,011200,HMM,HMM,해운,국내 1위 컨테이너 해운,20750.0,0.0,49.3,25175.0,17569.0,-17.6,0.57,,21667.0,4.4,Neutral,3,20788.0,-0.18,True,20124.0,3.11,False,20938.0,-0.9,True,44.0,2
000720.KS,000720,Hyundai E&C,현대건설,건설,국내 1위 건설사,168600.0,0.9,51.8,188700.0,38099.0,-10.7,0.53,,180316.0,6.9,Strong Uptrend,5,149989.0,12.41,False,112925.0,49.3,False,88094.0,91.39,False,51.0,0
278470.KS,278470,"APR Co., Ltd.",에이피알,필수 소비재,에이피알 (KOSPI200),451000.0,-1.74,70.3,459000.0,66681.0,-1.7,0.69,,447308.0,-0.8,Strong Uptrend,5,335160.0,34.56,False,288602.0,56.27,False,235113.0,91.82,False,5.0,0
024110.KS,024110,Industrial Bank of Korea,기업은행,은행,중소기업 전문 국책은행,22550.0,0.22,53.3,27279.0,13797.0,-17.3,0.83,,24294.0,7.7,Uptrend,4,22706.0,-0.69,True,21235.0,6.19,False,19467.0,15.84,False,49.0,1
047810.KS,047810,Korea Aerospace Industries,한국항공우주,항공우주·방산,국산 전투기(KF-21)·헬기 제조,166300.0,-1.01,37.1,201420.0,79372.0,-17.4,1.07,,188905.0,13.6,Uptrend,4,179318.0,-7.26,False,151150.0,10.02,False,122619.0,35.62,False,44.0,0
047040.KS,047040,Daewoo Engineering & Construction,대우건설,건설,주택·토목·플랜트 중심 종합건설사,36900.0,-0.67,82.3,37150.0,3245.0,-0.7,0.29,,12014.0,-67.4,Strong Uptrend,5,15966.0,131.12,False,9902.0,272.65,False,6907.0,434.24,False,5.0,0
030200.KS,030200,KT Corporation,KT,통신,"유선·무선통신, IPTV, 클라우드",60500.0,-0.66,45.0,68289.0,46920.0,-11.4,0.43,,72026.0,19.1,Uptrend,4,60912.0,-0.68,True,56216.0,7.62,False,53812.0,12.43,False,61.0,1
086280.KS,086280,"Hyundai Glovis Co., Ltd.",현대글로비스,산업재,현대글로비스 (KOSPI200),238500.0,1.71,58.4,283222.0,102759.0,-15.8,1.64,,298400.0,25.1,Uptrend,4,232083.0,2.76,False,210513.0,13.29,False,178481.0,33.63,False,70.0,0
003550.KS,003550,LG Corporation,LG,지주사,LG그룹 지주회사,98300.0,0.1,62.2,105159.0,60433.0,-6.5,0.89,,107000.0,8.9,Strong Uptrend,5,91644.0,7.26,False,86498.0,13.64,False,79950.0,22.95,False,45.0,0
047050.KS,047050,포스코인터내셔널,포스코인터내셔널,상사·무역,포스코인터내셔널 (KOSPI200),84900.0,-0.12,65.8,85100.0,44535.0,-0.2,0.74,,87000.0,2.5,Strong Uptrend,5,72997.0,16.31,False,63227.0,34.28,False,56199.0,51.07,False,22.0,0
071050.KS,071050,"Korea Investment Holdings Co., Ltd.",한국금융지주,금융 서비스,한국금융지주 (KOSPI200),249000.0,-3.68,53.3,283086.0,68134.0,-12.0,1.05,,301667.0,21.2,Strong Uptrend,5,234192.0,6.32,False,199071.0,25.08,False,165448.0,50.5,False,63.0,0
259960.KS,259960,"KRAFTON, Inc.",크래프톤,커뮤니케이션 서비스,크래프톤 (KOSPI200),277500.0,-2.12,64.8,382749.0,211000.0,-27.5,1.15,,352826.0,27.1,Downtrend,2,246025.0,12.79,False,246890.0,12.4,False,290346.0,-4.42,False,53.0,0
010950.KS,010950,S-Oil,S-Oil,정유,"국내 3위 정유, 아람코 계열",134300.0,13.14,66.6,140862.0,50443.0,-4.7,3.69,,123056.0,-8.4,Strong Uptrend,5,113312.0,18.52,False,98985.0,35.68,False,79888.0,68.11,False,20.0,0
011070.KS,011070,"LG Innotek Co., Ltd.",LG이노텍,기술,LG이노텍 (KOSPI200),592000.0,2.6,85.1,592000.0,136395.0,0.0,0.78,,521400.0,-11.9,Strong Uptrend,5,318858.0,85.66,False,291218.0,103.28,False,228138.0,159.49,False,5.0,0
018260.KS,018260,Samsung SDS,삼성에스디에스,IT서비스,삼성그룹 IT서비스·물류 BPO,170200.0,-1.33,52.4,195000.0,113242.0,-12.7,0.56,,212500.0,24.9,Downtrend,2,166108.0,2.46,False,168789.0,0.84,True,161653.0,5.29,False,49.0,1
307950.KS,307950,Hyundai Autoever Corporation,현대오토에버,기술,현대오토에버 (KOSPI200),474000.0,-0.84,64.5,502524.0,117222.0,-5.7,1.09,,489333.0,3.2,Uptrend,4,419511.0,12.99,False,362084.0,30.91,False,259315.0,82.79,False,36.0,0
006260.KS,006260,LS,LS,산업재,LS (KOSPI200),418500.0,3.98,74.0,426000.0,117593.0,-1.8,1.17,,343571.0,-17.9,Strong Uptrend,5,278338.0,50.36,False,238590.0,75.41,False,205881.0,103.27,False,5.0,0
323410.KS,323410,KakaoBank Corp.,카카오뱅크,금융 서비스,카카오뱅크 (KOSPI200),24550.0,-1.6,47.1,36392.0,20507.0,-32.5,0.61,,27675.0,12.7,Neutral,3,25038.0,-1.95,True,23255.0,5.57,False,24398.0,0.62,True,47.0,2
005940.KS,005940,"NH Investment & Securities Co., Ltd.",NH투자증권,금융 서비스,NH투자증권 (KOSPI200),34600.0,-1.28,55.0,37712.0,12660.0,-8.3,0.75,,38417.0,11.0,Strong Uptrend,5,31813.0,8.76,False,26256.0,31.78,False,22451.0,54.11,False,51.0,0
443060.KS,443060,HDHMS,HD현대마린솔루션,산업재,HD현대마린솔루션 (KOSPI200),268500.0,-2.72,74.9,280500.0,150142.0,-4.3,1.66,,307778.0,14.6,Downtrend,2,185835.0,44.48,False,190935.0,40.62,False,194268.0,38.21,False,8.0,0
005830.KS,005830,"DB Insurance Co., Ltd.",DB손해보험,금융 서비스,DB손해보험 (KOSPI200),172200.0,-0.75,51.9,197478.0,81202.0,-12.8,0.79,,218529.0,26.9,Strong Uptrend,5,170602.0,0.94,True,146486.0,17.55,False,133292.0,29.19,False,75.0,1
039490.KS,039490,"Kiwoom Securities Co., Ltd.",키움증권,금융 서비스,키움증권 (KOSPI200),423500.0,-4.94,44.5,495500.0,111435.0,-14.5,1.24,,551000.0,30.1,Uptrend,4,441817.0,-4.15,False,367745.0,15.16,False,288424.0,46.83,False,58.0,0
007660.KS,007660,"ISU Petasys Co., Ltd.",이수페타시스,기술,이수페타시스 (KOSPI200),146000.0,-3.05,60.2,161400.0,31088.0,-9.5,0.69,,175000.0,19.9,Uptrend,4,117870.0,23.87,False,120652.0,21.01,False,91000.0,60.44,False,51.0,0
028050.KS,028050,"Samsung E&A Co., Ltd.",삼성E&A,산업재,삼성E&A (KOSPI200),54300.0,-3.55,67.3,56300.0,18240.0,-3.6,0.62,,55300.0,1.8,Strong Uptrend,5,39011.0,39.19,False,32071.0,69.31,False,28324.0,91.71,False,22.0,0
352820.KS,352820,HYBE Co.,하이브,엔터테인먼트,BTS 소속 K-POP 최대 기획사,252500.0,1.61,37.6,403928.0,226679.0,-37.5,0.57,,416077.0,64.8,Downtrend,2,321714.0,-21.51,False,320065.0,-21.11,False,301599.0,-16.28,False,40.0,0
003230.KS,003230,"Samyang Foods Co., Ltd.",삼양식품,필수 소비재,삼양식품 (KOSPI200),1314000.0,2.26,55.9,1626590.0,922642.0,-19.2,0.8,,1824895.0,38.9,Downtrend,2,1189688.0,10.45,False,1233805.0,6.5,False,1290548.0,1.82,True,57.0,1
016360.KS,016360,Samsung Securities,삼성증권,증권,삼성그룹 계열 대형 증권사,108700.0,-2.25,55.5,114500.0,42320.0,-5.1,1.27,,122667.0,12.8,Strong Uptrend,5,100523.0,8.13,False,88893.0,22.28,False,77331.0,40.56,False,51.0,0
003490.KS,003490,Korean Air Lines,대한항공,항공,"국내 1위 항공사, 아시아나 합병",25100.0,3.08,54.2,28092.0,19553.0,-10.7,1.02,,30846.0,22.9,Strong Uptrend,5,24256.0,3.48,False,23025.0,9.01,False,22833.0,9.93,False,63.0,0
001440.KS,001440,"Taihan Cable & Solution Co., Ltd.",대한전선,산업재,대한전선 (KOSPI200),51200.0,11.55,79.9,51200.0,11260.0,0.0,2.94,,35500.0,-30.7,Strong Uptrend,5,32787.0,56.16,False,28634.0,78.81,False,22229.0,130.33,False,10.0,0
000880.KS,000880,Hanwha Corporation,한화,산업재,한화 (KOSPI200),132500.0,2.63,59.7,137827.0,41734.0,-3.9,1.04,,155700.0,17.5,Strong Uptrend,5,121804.0,8.78,False,106445.0,24.48,False,95067.0,39.38,False,57.0,0
009830.KS,009830,Hanwha Solutions Corporation,한화솔루션,기술,한화솔루션 (KOSPI200),47950.0,-2.94,58.0,58500.0,20000.0,-18.0,1.55,,41625.0,-13.2,Strong Uptrend,5,44553.0,7.62,False,36159.0,32.61,False,33978.0,41.12,False,46.0,0
090430.KS,090430,Amorepacific Corporation,아모레퍼시픽,필수 소비재,아모레퍼시픽 (KOSPI200),141400.0,-3.28,55.9,163682.0,110543.0,-13.6,3.0,,169846.0,20.1,Strong Uptrend,5,138876.0,1.82,True,131039.0,7.91,False,128804.0,9.78,False,72.0,1
326030.KS,326030,"SK Biopharmaceuticals Co., Ltd.",SK바이오팜,헬스케어,SK바이오팜 (KOSPI200),101800.0,-0.78,50.6,140700.0,88500.0,-27.6,0.72,,142923.0,40.4,Strong Downtrend,1,103835.0,-1.96,True,115269.0,-11.68,False,107316.0,-5.14,False,51.0,1
161390.KS,161390,Hankook Tire & Tech,한국타이어앤테크놀로지,타이어,국내 1위 타이어 제조,61200.0,-1.61,52.3,73937.0,35852.0,-17.2,0.79,,76188.0,24.5,Uptrend,4,61319.0,-0.19,True,59623.0,2.64,False,49658.0,23.24,False,61.0,1
180640.KS,180640,Hanjin Kal,한진칼,경기 소비재,한진칼 (KOSPI200),113300.0,-1.22,46.4,172469.0,78857.0,-34.3,0.7,,,,Neutral,3,122050.0,-7.17,False,117202.0,-3.33,False,116383.0,-2.65,False,33.0,0
066970.KS,066970,L&F,엘앤에프,산업재,엘앤에프 (KOSPI200),209000.0,1.95,72.9,209000.0,47800.0,0.0,0.33,,,,Strong Uptrend,5,141812.0,47.38,False,130424.0,60.25,False,100432.0,108.1,False,15.0,0
377300.KS,377300,Kakao Pay Corp.,카카오페이,기술,카카오페이 (KOSPI200),56600.0,2.35,54.4,93800.0,28550.0,-39.7,0.74,,57055.0,0.8,Downtrend,2,58386.0,-3.06,False,54688.0,3.5,False,55743.0,1.54,True,28.0,1
000100.KS,000100,Yuhan Corporation,유한양행,제약,"국내 대형 제약사, 레이저티닙 개발",93200.0,-0.53,41.7,135080.0,91400.0,-31.0,0.9,,143368.0,53.8,Strong Downtrend,0,100234.0,-7.02,False,107168.0,-13.03,False,109876.0,-15.18,False,28.0,0
052690.KS,052690,"KEPCO Engineering & Construction Company, Inc.",한전기술,산업재,한전기술 (KOSPI200),193300.0,0.73,63.3,194800.0,55950.0,-0.8,0.64,,177083.0,-8.4,Strong Uptrend,5,163298.0,18.37,False,132080.0,46.35,False,109842.0,75.98,False,35.0,0
241560.KS,241560,Doosan Bobcat Inc.,두산밥캣,산업재,두산밥캣 (KOSPI200),74500.0,-2.61,66.8,76500.0,42958.0,-2.6,1.6,,81875.0,9.9,Strong Uptrend,5,63743.0,16.88,False,61036.0,22.06,False,57211.0,30.22,False,30.0,0
032640.KS,032640,LG Uplus,LG유플러스,통신,이동통신·초고속인터넷·IPTV,16050.0,-2.55,44.8,17600.0,10640.0,-8.8,0.89,,18621.0,16.0,Strong Uptrend,5,15919.0,0.82,True,15382.0,4.34,False,14605.0,9.89,False,54.0,1
078930.KS,078930,GS,GS,산업재,GS (KOSPI200),82100.0,6.9,72.2,82100.0,34910.0,0.0,2.42,,72957.0,-11.1,Strong Uptrend,5,68373.0,20.08,False,61857.0,32.73,False,53132.0,54.52,False,10.0,0
010060.KS,010060,OCI Holdings Company Ltd.,OCI홀딩스,금융 서비스,OCI홀딩스 (KOSPI200),371500.0,1.09,75.1,384000.0,58888.0,-3.3,0.51,,337833.0,-9.1,Strong Uptrend,5,194312.0,91.19,False,151832.0,144.68,False,119635.0,210.53,False,5.0,0
062040.KS,062040,SANIL ELECTRIC,산일전기,산업재,산일전기 (KOSPI200),221000.0,-0.45,69.6,231500.0,48850.0,-4.5,0.95,,212429.0,-3.9,Strong Uptrend,5,160958.0,37.3,False,151715.0,45.67,False,126441.0,74.79,False,15.0,0
082740.KS,082740,"Hanwha Engine Co., Ltd.",한화엔진,산업재,한화엔진 (KOSPI200),87700.0,8.14,77.5,88500.0,24400.0,-0.9,1.73,,73429.0,-16.3,Strong Uptrend,5,53208.0,64.82,False,49605.0,76.8,False,43027.0,103.83,False,10.0,0
064400.KS,064400,LG CNS,LG씨엔에스,기술,LG씨엔에스 (KOSPI200),66700.0,-1.19,55.7,94636.0,48776.0,-29.5,0.65,,86667.0,29.9,Neutral,3,65029.0,2.57,False,63274.0,5.41,False,64577.0,3.29,False,59.0,0
454910.KS,454910,Doosan Robotics Inc.,두산로보틱스,산업재,두산로보틱스 (KOSPI200),102200.0,2.1,66.3,120800.0,46400.0,-15.4,2.79,,109000.0,6.7,Uptrend,4,94335.0,8.34,False,89891.0,13.69,False,75391.0,35.56,False,30.0,0
001040.KS,001040,CJ Corporation,CJ,지주사,식품·물류·바이오·엔터 지주,227500.0,2.48,67.1,228229.0,111655.0,-0.3,1.0,,240000.0,5.5,Strong Uptrend,5,202768.0,12.2,False,189503.0,20.05,False,173087.0,31.44,False,25.0,0
034220.KS,034220,"LG Display Co., Ltd.",LG디스플레이,기술,LG디스플레이 (KOSPI200),12430.0,-2.51,47.2,15850.0,8040.0,-21.6,0.77,,14540.0,17.0,Neutral,3,12295.0,1.1,True,12409.0,0.17,True,11665.0,6.56,False,59.0,2
128940.KS,128940,Hanmi Pharmaceutical,한미약품,제약,"국내 제약 R&D 선도, 신약 수출",483000.0,-1.73,41.9,623720.0,233646.0,-22.6,0.92,,559333.0,15.8,Uptrend,4,529034.0,-8.7,False,489021.0,-1.23,True,398163.0,21.31,False,54.0,1
450080.KS,450080,ECOPRO MAT,에코프로머티,산업재,에코프로머티 (KOSPI200),83700.0,-2.22,61.6,86400.0,41050.0,-3.1,0.75,,,,Strong Uptrend,5,69790.0,19.93,False,64494.0,29.78,False,57724.0,45.0,False,45.0,0
