symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
214450.KQ,214450,PharmaResearch Co.,파마리서치,의약품,DNA 단편(PDRN) 기반 조직재생 의약품·화장품,322000.0,-0.92,54.8,708934.0,282500.0,-54.6,0.94,,544786.0,69.2,Strong Downtrend,0,327400.0,-1.65,True,380595.0,-15.4,False,465454.0,-30.82,False,35.0,1
084370.KQ,084370,"Eugene Technology Co.,Ltd.",유진테크,반도체 장비,유진테크 (KOSDAQ150),140000.0,-1.41,60.2,147750.0,31097.0,-5.2,0.94,,132833.0,-5.1,Strong Uptrend,5,123783.0,13.1,False,103664.0,35.05,False,77191.0,81.37,False,35.0,0
178320.KQ,178320,"Seojin System Co.,Ltd",서진시스템,기술,"Seojin System Co.,Ltd provides telecom equipment, repeaters, mechanical products, and LED and other equipment. The compa",56700.0,10.53,64.3,56700.0,18650.0,0.0,2.1,,62500.0,10.2,Strong Uptrend,5,44151.0,28.42,False,35313.0,60.56,False,28731.0,97.35,False,56.0,0
100790.KQ,100790,"Mirae Asset Venture Investment Co., Ltd.",미래에셋벤처투자,벤처투자,미래에셋벤처투자 (KOSDAQ150),57000.0,-5.47,72.5,62400.0,4670.0,-8.7,0.54,,,,Strong Uptrend,5,29418.0,93.76,False,20422.0,179.11,False,13563.0,320.26,False,15.0,0
222800.KQ,222800,"SIMMTECH Co., Ltd.",심텍,기술,"SIMMTECH Co., Ltd. engages in the developing and manufacturing of high-layer printed circuit boards (PCBs) for semicondu",89300.0,3.24,72.9,89300.0,15708.0,0.0,0.75,,72143.0,-19.2,Strong Uptrend,5,60568.0,47.44,False,56443.0,58.21,False,42816.0,108.57,False,5.0,0
083650.KQ,083650,"BHI Co., Ltd.",비에이치아이,에너지 장비·서비스,비에이치아이 (KOSDAQ150),99900.0,2.57,56.1,109500.0,20400.0,-8.8,1.08,,105000.0,5.1,Strong Uptrend,5,91778.0,8.85,False,72318.0,38.14,False,58132.0,71.85,False,45.0,0
005290.KQ,005290,Dongjin Semichem Co.,동진쎄미켐,반도체 소재,감광재(PR)·반도체 공정 화학재료 제조,58400.0,-0.68,58.4,63200.0,26969.0,-7.6,0.37,,,,Strong Uptrend,5,51742.0,12.87,False,44807.0,30.34,False,38884.0,50.19,False,45.0,0
043260.KQ,043260,Sungho Electronics Corp.,성호전자,전기제품,성호전자 (KOSDAQ150),43800.0,5.54,48.1,53200.0,1027.0,-17.7,1.32,,,,Strong Uptrend,5,37977.0,15.33,False,22545.0,94.28,False,11869.0,269.03,False,51.0,0
058610.KQ,058610,"SPG Co., Ltd.",에스피지,전기제품,에스피지 (KOSDAQ150),130100.0,-3.7,61.3,158100.0,23025.0,-17.7,1.2,,,,Strong Uptrend,5,125063.0,4.03,False,98654.0,31.88,False,62721.0,107.43,False,51.0,0
031980.KQ,031980,PSK HOLDINGS Inc.,피에스케이홀딩스,반도체 장비,피에스케이홀딩스 (KOSDAQ150),130400.0,-1.81,65.0,132800.0,30138.0,-1.8,0.56,,,,Strong Uptrend,5,98632.0,32.21,False,73989.0,76.24,False,55745.0,133.92,False,25.0,0
140410.KQ,140410,"Mezzion Pharma Co.,Ltd.",메지온,식품,메지온 (KOSDAQ150),96000.0,3.45,52.9,172700.0,36400.0,-44.4,1.39,,,,Neutral,3,112038.0,-14.31,False,99874.0,-3.88,False,72819.0,31.83,False,29.0,0
257720.KQ,257720,Silicon2 Inc.,실리콘투,화장품 유통,"K-뷰티 역직구 플랫폼, 글로벌 화장품 B2B 유통",45000.0,0.78,53.2,61313.0,31500.0,-26.6,0.54,,58500.0,30.0,Downtrend,2,41981.0,7.19,False,42483.0,5.92,False,44875.0,0.28,True,57.0,1
030530.KQ,030530,"Wonik Holdings Co., Ltd",원익홀딩스,산업재,"Wonik Holdings Co.,Ltd. manufactures and sells semiconductor and electronic equipment, and other products. The company p",34500.0,-2.68,59.4,48700.0,4000.0,-29.2,0.92,,,,Neutral,3,32632.0,5.72,False,33395.0,3.31,False,21473.0,60.67,False,39.0,0
098460.KQ,098460,Koh Young Technology Inc.,고영,기술,Koh Young Technology Inc. engages in the manufacturing and sale of automated inspection and precise measurement systems,41950.0,5.01,69.9,43500.0,12804.0,-3.6,3.23,,34143.0,-18.6,Strong Uptrend,5,30719.0,36.56,False,27597.0,52.01,False,21538.0,94.77,False,20.0,0
319660.KQ,319660,PSK Inc.,피에스케이,기술,"PSK Inc. develops, manufactures, and sells semiconductor processing equipment worldwide. The company offers dry strip, s",93300.0,-0.21,63.6,93500.0,17364.0,-0.2,0.65,,110500.0,18.4,Strong Uptrend,5,72890.0,28.0,False,54659.0,70.69,False,39095.0,138.65,False,57.0,0
067310.KQ,067310,HANA Micron Inc.,하나마이크론,반도체 장비,하나마이크론 (KOSDAQ150),40150.0,0.88,63.8,40700.0,10160.0,-1.4,0.62,,28000.0,-30.3,Strong Uptrend,5,33978.0,18.16,False,30108.0,33.35,False,22623.0,77.47,False,35.0,0
323280.KQ,323280,"Taesung Co.,Ltd.",태성,산업재,"Taesung Co.,Ltd. develops, manufactures, and sells PCB automation equipment in South Korea and internationally. The comp",85700.0,0.59,70.6,89700.0,20050.0,-4.5,1.08,,,,Strong Uptrend,5,67538.0,26.89,False,55829.0,53.5,False,41304.0,107.49,False,15.0,0
078600.KQ,078600,"Daejoo Electronic Materials Co., Ltd.",대주전자재료,전자장비·기기,대주전자재료 (KOSDAQ150),166600.0,0.48,64.9,182800.0,59100.0,-8.9,0.58,,157500.0,-5.5,Strong Uptrend,5,114057.0,46.07,False,92075.0,80.94,False,82199.0,102.68,False,35.0,0
131970.KQ,131970,DOOSAN TESNA Inc.,두산테스나,반도체 장비,두산테스나 (KOSDAQ150),131900.0,1.62,75.0,131900.0,22066.0,0.0,0.92,,62000.0,-53.0,Strong Uptrend,5,85174.0,54.86,False,66699.0,97.75,False,50285.0,162.3,False,5.0,0
068760.KQ,068760,"Celltrion Pharm, Inc.",셀트리온제약,헬스케어,"Celltrion Pharm, Inc., a pharmaceutical company, develops and sells biosimilars and over-the-counter drugs in South Kore",57700.0,-0.35,48.0,75700.0,45145.0,-23.8,0.81,,,,Neutral,3,62685.0,-7.95,False,62386.0,-7.51,False,57025.0,1.18,True,43.0,1
082920.KQ,082920,"VITZROCELL Co.,Ltd.",비츠로셀,전기제품,비츠로셀 (KOSDAQ150),54900.0,3.2,65.3,57800.0,11725.0,-5.0,0.47,,50667.0,-7.7,Strong Uptrend,5,32882.0,66.96,False,25134.0,118.43,False,19839.0,176.73,False,15.0,0
010170.KQ,010170,"Taihan Fiber Optics Co., Ltd",대한광통신,기술,"Taihan Fiber Optics Co., Ltd researches, develops, and produces optical materials in South Korea and internationally. Th",15070.0,-0.13,55.8,20150.0,566.0,-25.2,0.46,,2150.0,-85.7,Strong Uptrend,5,8773.0,71.78,False,5668.0,165.88,False,3399.0,343.37,False,41.0,0
218410.KQ,218410,RFHIC Corporation,RFHIC,통신장비,RFHIC (KOSDAQ150),91600.0,4.33,52.0,105500.0,14517.0,-13.2,0.65,,77000.0,-15.9,Strong Uptrend,5,75006.0,22.12,False,54069.0,69.41,False,39898.0,129.59,False,41.0,0
027360.KQ,027360,"Aju IB Investment Co., Ltd.",아주IB투자,벤처투자,아주IB투자 (KOSDAQ150),16580.0,-11.34,68.1,18720.0,1900.0,-11.4,3.08,,,,Strong Uptrend,5,8006.0,107.09,False,5332.0,210.95,False,3803.0,335.97,False,36.0,0
035900.KQ,035900,JYP Entertainment,JYP Ent.,엔터테인먼트,"K-팝 기획사, TWICE·Stray Kids·NMIXX",64500.0,1.57,56.9,83841.0,57308.0,-23.1,0.8,,89858.0,39.3,Strong Downtrend,0,64666.0,-0.26,True,66831.0,-3.49,False,70464.0,-8.46,False,45.0,1
041510.KQ,041510,SM Entertainment,에스엠,엔터테인먼트,"SM엔터 K-팝 기획·제작, EXO·aespa·NCT",97500.0,1.46,58.8,152508.0,83000.0,-36.1,1.0,,136522.0,40.0,Strong Downtrend,0,99632.0,-2.14,False,105125.0,-7.25,False,118967.0,-18.04,False,35.0,0
089030.KQ,089030,"Techwing, Inc.",테크윙,기술,"Techwing, Inc., together with its subsidiaries, develops, manufactures, sells, and services semiconductor inspection equ",59400.0,-1.49,57.8,71100.0,26650.0,-16.5,0.56,,85000.0,43.1,Uptrend,4,53141.0,11.78,False,50633.0,17.31,False,45182.0,31.47,False,65.0,0
101490.KQ,101490,S&S Tech Corporation,에스앤에스텍,반도체 장비,에스앤에스텍 (KOSDAQ150),101600.0,-0.97,57.2,105100.0,32202.0,-3.3,0.53,,,,Strong Uptrend,5,90760.0,11.94,False,72581.0,39.98,False,59887.0,69.65,False,45.0,0
347700.KQ,347700,Sphere Corp.,스피어,헬스케어,"Sphere Corp. provides digital healthcare technology, and life care products and services. It develops LifeRecord, a comm",40600.0,2.27,44.1,53100.0,7320.0,-23.5,0.4,,,,Uptrend,4,43150.0,-5.91,False,28014.0,44.93,False,19283.0,110.55,False,38.0,0
099320.KQ,099320,"Satrec Initiative Co., Ltd.",쎄트렉아이,우주항공·방산,쎄트렉아이 (KOSDAQ150),178700.0,-6.68,51.1,214000.0,43321.0,-16.5,0.94,,135500.0,-24.2,Uptrend,4,180952.0,-1.24,True,130076.0,37.38,False,91619.0,95.05,False,39.0,1
039200.KQ,039200,Oscotec Inc.,오스코텍,바이오,"키나제 억제제 계열 신약 개발, 세로토닌·JAK 표적",53500.0,-0.74,51.7,62000.0,25450.0,-13.7,0.54,,75000.0,40.2,Strong Uptrend,5,52546.0,1.82,True,51508.0,3.87,False,42900.0,24.71,False,75.0,1
458870.KQ,458870,"SEERS Co., Ltd.",씨어스,헬스케어,"SEERS Co., Ltd. engages in the development, manufacturing, and sales of medical devices in South Korea. It offers wearab",49000.0,-5.41,50.9,63000.0,4090.0,-22.2,0.9,,73333.0,49.7,Uptrend,4,50235.0,-2.46,False,45525.0,7.63,False,29431.0,66.49,False,65.0,0
140860.KQ,140860,Park Systems Corp.,파크시스템스,기술,"Park Systems Corp. develops, manufactures, and sells atomic force microscopy (AFM) systems worldwide. It provides AFM fo",287000.0,1.23,60.9,306283.0,193148.0,-6.3,0.54,,331000.0,15.3,Uptrend,4,264658.0,8.44,False,247919.0,15.76,False,254105.0,12.95,False,51.0,0
475830.KQ,475830,"Orum Therapeutics, Inc.",오름테라퓨틱,헬스케어,"Orum Therapeutics, Inc., a biopharmaceutical company, engages in the research and development of pharmaceuticals for can",89500.0,-2.19,47.9,143700.0,17010.0,-37.7,1.14,,,,Neutral,3,105695.0,-15.32,False,97370.0,-8.08,False,61311.0,45.98,False,33.0,0
131290.KQ,131290,"TSE Co., Ltd",티에스이,반도체 장비,티에스이 (KOSDAQ150),168800.0,-3.43,69.0,174800.0,36149.0,-3.4,0.95,,140500.0,-16.8,Strong Uptrend,5,113552.0,48.65,False,86304.0,95.59,False,64272.0,162.63,False,15.0,0
080220.KQ,080220,Jeju Semiconductor Corp.,제주반도체,반도체 장비,제주반도체 (KOSDAQ150),53600.0,-2.37,64.2,58400.0,12420.0,-8.2,0.64,,,,Strong Uptrend,5,43786.0,22.41,False,33592.0,59.56,False,24912.0,115.16,False,45.0,0
232140.KQ,232140,YC Corporation,와이씨,기술,"YC Corporation engages in the development, manufacture, and sale of inspection equipment for semiconductor memories in S",22750.0,-0.44,63.7,23450.0,9360.0,-3.0,0.58,,24000.0,5.5,Strong Uptrend,5,20161.0,12.84,False,17267.0,31.75,False,14352.0,58.51,False,45.0,0
060370.KQ,060370,"KT Submarine Co., Ltd.",LS마린솔루션,건설,LS마린솔루션 (KOSDAQ150),37800.0,7.08,64.2,39150.0,15410.0,-3.4,2.99,,,,Strong Uptrend,5,30815.0,22.67,False,29888.0,26.47,False,27638.0,36.77,False,50.0,0
437730.KQ,437730,SAMHYUN,삼현,산업재,"Samhyun Co., Ltd. engages in the manufacture and sale of parts and accessories for motor vehicles. It offers smart actua",55400.0,-1.6,56.5,73200.0,11160.0,-24.3,0.67,,,,Uptrend,4,52853.0,4.82,False,50627.0,9.43,False,33821.0,63.8,False,45.0,0
417200.KQ,417200,LS Materials,LS머트리얼즈,산업재,"LS materials.,Ltd. provides energy storage devices in South Korea and internationally. The company offers cells and modu",31250.0,16.39,76.3,31250.0,9349.0,0.0,5.41,,,,Strong Uptrend,5,19731.0,58.38,False,16302.0,91.69,False,13465.0,132.08,False,15.0,0
038500.KQ,038500,"SAMPYO Cement Co., Ltd.",삼표시멘트,원자재,"SAMPYO Cement Co., Ltd. engages in the manufacture and distribution of cement in South Korea. The company offers Portlan",16900.0,4.39,55.8,20200.0,2882.0,-16.3,1.29,,,,Strong Uptrend,5,15750.0,7.3,False,9888.0,70.91,False,6527.0,158.92,False,51.0,0
290650.KQ,290650,"L&C BIO Co.,LTD",엘앤씨바이오,헬스케어,"L&C Bio Co., Ltd operates as a research and development company in tissue regeneration medicine. The company offers phar",69900.0,-0.29,46.9,118300.0,20883.0,-40.9,0.68,,80000.0,14.4,Uptrend,4,79972.0,-12.59,False,70007.0,-0.15,True,53437.0,30.81,False,45.0,1
085660.KQ,085660,"Chabiotech Co.,Ltd.",차바이오텍,헬스케어,"Chabiotech Co.,Ltd., a bio company, develops cell and gene therapy related to stem and immune cells in South Korea and i",17400.0,-0.74,44.3,23850.0,9870.0,-27.0,0.87,,,,Uptrend,4,19184.0,-9.3,False,16890.0,3.02,False,14004.0,24.25,False,38.0,0
095610.KQ,095610,"TES Co., Ltd",테스,반도체 장비,테스 (KOSDAQ150),86600.0,0.0,60.3,93300.0,19762.0,-7.2,0.53,,92500.0,6.8,Strong Uptrend,5,71655.0,20.86,False,58210.0,48.77,False,44255.0,95.68,False,45.0,0
065350.KQ,065350,"Shinsung Delta Tech Co.,Ltd.",신성델타테크,산업재,"Shinsung Delta Tech Co.,Ltd., together with its subsidiaries, manufactures and sells household electronic components, pl",58600.0,-1.01,47.7,82200.0,50900.0,-28.7,0.69,,,,Downtrend,2,63777.0,-8.12,False,61166.0,-4.2,False,62148.0,-5.71,False,33.0,0
281740.KQ,281740,"Lake Materials Co., Ltd.",레이크머티리얼즈,원자재,"Lake Materials Co., Ltd. develops and manufactures organometallic compounds that are used as materials for semiconductor",24600.0,1.03,64.0,27550.0,11182.0,-10.7,0.74,,,,Strong Uptrend,5,21969.0,11.98,False,18651.0,31.9,False,15649.0,57.2,False,51.0,0
445680.KQ,445680,"Curiox Biosystems Co., Ltd",큐리옥스바이오시스템즈,바이오 장비·서비스,큐리옥스바이오시스템즈 (KOSDAQ150),101500.0,7.98,57.3,139600.0,23100.0,-27.3,0.9,,,,Neutral,3,103007.0,-1.46,True,99922.0,1.58,True,72775.0,39.47,False,47.0,2
195940.KQ,195940,HK inno.N Corporation,HK이노엔,헬스케어,HK inno.N Corporation engages in the pharmaceutical business in South Korea. The company offers prescription drugs for t,54300.0,-0.37,61.4,57155.0,36714.0,-5.0,0.98,,67417.0,24.2,Strong Uptrend,5,51737.0,4.95,False,51040.0,6.39,False,47676.0,13.89,False,57.0,0
036830.KQ,036830,"Soulbrain Holdings Co., Ltd.",솔브레인홀딩스,원자재,"Soulbrain Holdings Co., Ltd. develops, manufactures, and supplies technology industry core materials for semiconductor,",79600.0,3.51,75.0,79600.0,26971.0,0.0,1.6,,,,Strong Uptrend,5,54042.0,47.29,False,47016.0,69.3,False,43446.0,83.22,False,20.0,0
183300.KQ,183300,KoMiCo Ltd.,코미코,기술,"KoMiCo Ltd. provides semiconductor equipment cleaning and coating products in South Korea, the United States, China, Tai",142400.0,-3.91,58.8,154900.0,54086.0,-8.1,1.06,,131500.0,-7.7,Strong Uptrend,5,118555.0,20.11,False,105909.0,34.46,False,92047.0,54.7,False,35.0,0
090710.KQ,090710,"Hyulim ROBOT Co.,Ltd.",휴림로봇,기계·로봇,휴림로봇 (KOSDAQ150),12910.0,0.86,57.7,21500.0,1897.0,-40.0,0.98,,,,Uptrend,4,12836.0,0.58,True,10263.0,25.79,False,6608.0,95.37,False,43.0,1
166090.KQ,166090,Hana Materials Inc.,하나머티리얼즈,기술,Hana Materials Inc. manufactures and sells silicon electrodes and rings in South Korea. The company offers silicon ceram,79600.0,4.33,70.8,79600.0,23600.0,0.0,1.82,,70800.0,-11.1,Strong Uptrend,5,63288.0,25.77,False,54615.0,45.75,False,42324.0,88.07,False,10.0,0
189300.KQ,189300,"Intellian Technologies, Inc.",인텔리안테크,통신장비,인텔리안테크 (KOSDAQ150),137200.0,-2.07,57.2,143400.0,37185.0,-4.3,0.44,,150000.0,9.3,Strong Uptrend,5,123155.0,11.4,False,89271.0,53.69,False,68425.0,100.51,False,45.0,0
397030.KQ,397030,"AprilBio Co.,Ltd.",에이프릴바이오,헬스케어,"AprilBio Co., Ltd. develops long-acting type biobetter and antibody biologics. The company develops antibody drugs, doub",64100.0,-0.31,58.2,73000.0,14000.0,-12.2,1.08,,100000.0,56.0,Strong Uptrend,5,61470.0,4.28,False,53291.0,20.28,False,37834.0,69.42,False,71.0,0
003380.KQ,003380,"Harim Holdings Co., Ltd.",하림지주,필수 소비재,"Harim Holdings Co., Ltd., together with its subsidiaries, engages in the food and daily services management business. Th",13500.0,2.35,46.5,19469.0,5575.0,-30.7,1.01,,,,Uptrend,4,14872.0,-9.23,False,12282.0,9.92,False,10330.0,30.69,False,39.0,0
115180.KQ,115180,"Qurient Co., Ltd.",큐리언트,헬스케어,"Qurient Co., Ltd., a biotech company, engages in the research and development of drugs to address unmet medical needs in",39300.0,-0.63,52.6,50900.0,8690.0,-22.8,0.52,,,,Strong Uptrend,5,38022.0,3.36,False,33090.0,18.77,False,22998.0,70.88,False,51.0,0
